	id	Judge	Clerk	Began Service:	Term Expires:	E-mail:	Education:	Career:
414	0	 (part-time) Alice R.:	 The Honorable Bruce M. Van Sickle, United States	N / A	N / A		Education: Fordham 1997 JD	N / A
511	1	 (recalled) Burton	 Erin K. Healy	N / A	N / A		Education: Fordham 1997 JD	N / A
512	1	 (recalled) Burton	 Una O’Boyle	N / A	N / A		Education: Fordham 1997 JD	N / A
324	2	 (recalled) Burton R.	 Una O’Boyle	N / A	N / A		Education: Fordham 1997 JD	N / A
323	2	 (recalled) Burton R.	 Erin K. Healy	N / A	N / A		Education: Fordham 1997 JD	N / A
370	3	 A. Thomas Small.	 [Part-time] Tracy Davis	N / A	N / A		Education: Fordham 1997 JD	N / A
308	4	 Adlai S. Hardin, Jr.	 Rosemary DiSalvo	N / A	N / A		Education: Fordham 1997 JD	N / A
311	4	 Adlai S. Hardin, Jr.	 Matthew Olsen 	N / A	N / A		Education: Fordham 1997 JD	N / A
310	4	 Adlai S. Hardin, Jr.	 Andrea Gildea .. 0.6	N / A	N / A		Education: Fordham 1997 JD	N / A
309	4	 Adlai S. Hardin, Jr.	 Meredith Lahaie	N / A	N / A		Education: Fordham 1997 JD	N / A
101	5	 Alan C. Torgerson	 Barbara Koenig cent n eee e teense (505) 348-2380	N / A	N / A		Education: Fordham 1997 JD	N / A
102	5	 Alan C. Torgerson	 Julia C. Roberts	N / A	N / A		Education: Fordham 1997 JD	N / A
103	5	 Alan C. Torgerson	 Stephen O’Brien 	N / A	N / A		Education: Fordham 1997 JD	N / A
569	6	 Albert E. Radcliffe	 Howard J. Newman 	N / A	N / A		Education: Fordham 1997 JD	N / A
318	7	 Allan L. Gropper	 Karen Gartenberg 	N / A	N / A		Education: Fordham 1997 JD	N / A
317	7	 Allan L. Gropper	 Adrian Dannhauser	N / A	N / A		Education: Fordham 1997 JD	N / A
234	8	 Alvin K. Hellerstein	 Brita Slepker	N / A	N / A		Education: Fordham 1997 JD	N / A
232	8	 Alvin K. Hellerstein	 The Honorable Edmund L. Palmieri, United States	N / A	N / A		Education: Fordham 1997 JD	N / A
233	8	 Alvin K. Hellerstein	 Josephine Alice Cheatham 	N / A	N / A		Education: Fordham 1997 JD	N / A
280	9	 Andrew J. Peck	 Diana Rubin	N / A	N / A		Education: Fordham 1997 JD	N / A
279	9	 Andrew J. Peck	 Jennifer Lynn Heil, 	N / A	N / A		Education: Fordham 1997 JD	N / A
278	9	 Andrew J. Peck	 'The Honorable Paul. Roney, United States Court of	N / A	N / A		Education: Fordham 1997 JD	N / A
549	10	 Ann L. Aiken	, Presiding Judge The Honorable Edwin E. Allen,	N / A	N / A		Education: Fordham 1997 JD	N / A
66	11	 Ann Marie Donio	 Michael J. Miles	N / A	N / A		Education: Fordham 1997 JD	N / A
552	12	 Anna J. Brown	 The Honorable John C. Beatty, Jr,	N / A	N / A		Education: Fordham 1997 JD	N / A
46	13	 Anne E. Thompson	 Benjamin Friedman,	N / A	N / A		Education: Fordham 1997 JD	N / A
45	13	 Anne E. Thompson	 Jane Chuang 	N / A	N / A		Education: Fordham 1997 JD	N / A
147	14	 Arlene Rosario	 Dina Miller	N / A	N / A		Education: Fordham 1997 JD	N / A
146	14	 Arlene Rosario	 Alyce Goodstein 	N / A	N / A		Education: Fordham 1997 JD	N / A
133	15	 Arthur D. Spatt	 Daniel Venditti	N / A	N / A		Education: Fordham 1997 JD	N / A
132	15	 Arthur D. Spatt	 Jeffrey Amato 	N / A	N / A		Education: Fordham 1997 JD	N / A
466	16	 Arthur I. Harris	 Charles Canter	N / A	N / A		Education: Fordham 1997 JD	N / A
465	16	 Arthur I. Harris	, District Judge John M. Manos, United States	N / A	N / A		Education: Fordham 1997 JD	N / A
467	16	 Arthur I. Harris	 Loren Messerly 	N / A	N / A		Education: Fordham 1997 JD	N / A
312	17	 Arthur J. Gonzalez	 Lorraine M. Echevarria	N / A	N / A		Education: Fordham 1997 JD	N / A
219	18	 Barbara S$. Jones	 Patrick Almonrode	N / A	N / A		Education: Fordham 1997 JD	N / A
82	19	 Bruce D. Black	 Paul G. Fyfe 	N / A	N / A		Education: Fordham 1997 JD	N / A
83	19	 Bruce D. Black	 Little V. West 0.000.000.0020 eee eee (505) 348-2262	N / A	N / A		Education: Fordham 1997 JD	N / A
585	20	 Bruce W. Kauffman	 The Honorable Vincent 8. Haneman, Superior Court	N / A	N / A		Education: Fordham 1997 JD	N / A
93	21	 C. LeRoy Hansen	 The Honorable {rwin S, Moise, New Mexico	N / A	N / A		Education: Fordham 1997 JD	N / A
398	22	 Carl Horn, li	 David L. Grigg, Jn	N / A	N / A		Education: Fordham 1997 JD	N / A
351	23	 Carl L. Bucki	 The Honorable Matthew J. Jasen, New York Court of	N / A	N / A		Education: Fordham 1997 JD	N / A
352	23	 Carl L. Bucki	 Adolph C. lannaccone 	N / A	N / A		Education: Fordham 1997 JD	N / A
170	24	 Carla E. Craig	 Sharon lL. Weiss	N / A	N / A		Education: Fordham 1997 JD	N / A
111	25	 Carol Bagley Amon	 Jonathan Gifford	N / A	N / A		Education: Fordham 1997 JD	N / A
112	25	 Carol Bagley Amon	 John Knapp 	N / A	N / A		Education: Fordham 1997 JD	N / A
640	26	 Carol Sandra Moore	/Office Manager, Nichels, Nichols, Clark & New	N / A	N / A		Education: Fordham 1997 JD	N / A
641	26	 Carol Sandra Moore	 Mary Kay Chuey	N / A	N / A		Education: Fordham 1997 JD	N / A
642	26	 Carol Sandra Moore	 Kimberly N. Henderson 	N / A	N / A		Education: Fordham 1997 JD	N / A
389	27	 Catharine R.	 The Honorable Rufus W. Reyna United States	N / A	N / A		Education: Fordham 1997 JD	N / A
391	27	 Catharine R.	 Lena M. James 	N / A	N / A		Education: Fordham 1997 JD	N / A
390	27	 Catharine R.	 Thomas A. Buford Ell. 	N / A	N / A		Education: Fordham 1997 JD	N / A
314	28	 Cecelia G. Morris	 Jeffrey Narmore 	N / A	N / A		Education: Fordham 1997 JD	N / A
313	28	 Cecelia G. Morris	 Chery! J. Lee. 	N / A	N / A		Education: Fordham 1997 JD	N / A
638	29	 Charles B. Smith	 Sandra G: Zeidman. 	N / A	N / A		Education: Fordham 1997 JD	N / A
637	29	 Charles B. Smith	 Jennifer GC. Mart	N / A	N / A		Education: Fordham 1997 JD	N / A
333	30	 Charles J. Siragusa	 Mark W, Pedersen	N / A	N / A		Education: Fordham 1997 JD	N / A
332	30	 Charles J. Siragusa	 J. Michael Kehoe	N / A	N / A		Education: Fordham 1997 JD	N / A
198	31	 Charles L. Brieant	 Maria F. Guerin. 	N / A	N / A		Education: Fordham 1997 JD	N / A
199	31	 Charles L. Brieant	 Katelin O'Rourke .. 0.1.20	N / A	N / A		Education: Fordham 1997 JD	N / A
197	31	 Charles L. Brieant	 Cynthia A, Platt	N / A	N / A		Education: Fordham 1997 JD	N / A
129	32	 Charles P. Sifton	 Rebecca Mermelstein	N / A	N / A		Education: Fordham 1997 JD	N / A
275	33	 Charles S. Haight, Jr.	 Brittan Strangways	N / A	N / A		Education: Fordham 1997 JD	N / A
274	33	 Charles S. Haight, Jr.	 Danya Shocair Reda	N / A	N / A		Education: Fordham 1997 JD	N / A
157	34	 Cheryl L. Pollak	 Sonja Shield.,	N / A	N / A		Education: Fordham 1997 JD	N / A
158	34	 Cheryl L. Pollak	 Brianne Susha	N / A	N / A		Education: Fordham 1997 JD	N / A
156	34	 Cheryl L. Pollak	 The Honorable Wm. H. Timbers, United States	N / A	N / A		Education: Fordham 1997 JD	N / A
438	35	 Christopher A. Boyko	 Patricia Rogo 	N / A	N / A		Education: Fordham 1997 JD	N / A
439	35	 Christopher A. Boyko	 Paul Sikorski	N / A	N / A		Education: Fordham 1997 JD	N / A
441	35	 Christopher A. Boyko	 Cheryl L. Kravetz	N / A	N / A		Education: Fordham 1997 JD	N / A
