	id	Judge	Clerk	Began Service:	Term Expires:	E-mail:	Education:	Career:
255	0	 (Chairman) Wm. Terrell	 Leslie Hoffman	N / A	N / A	N / A	N / A	N / A
254	0	 (Chairman) Wm. Terrell	 Daniel trick	N / A	N / A	N / A	N / A	N / A
106	1	 Alan Kay:	 The Honorable Alexander Holizoff, United States	N / A	N / A	N / A	N / A	N / A
107	1	 Alan Kay:	 The	N / A	N / A	N / A	N / A	N / A
108	1	 Alan Kay:	 Brian Staudt	N / A	N / A	N / A	N / A	N / A
109	1	 Alan Kay:	 Deborah Mulligan..,	N / A	N / A	N / A	N / A	N / A
244	2	 Arthur L. Nims Hl	 Rachel Jenny	N / A	N / A	N / A	N / A	N / A
188	3	 Bohdan A. Futey	 Nicole Kaplan	N / A	N / A	N / A	N / A	N / A
147	4	 Brian Tester	 Sharon Ramirez	N / A	N / A	N / A	N / A	N / A
146	4	 Brian Tester	 Edgardo Mangual	N / A	N / A	N / A	N / A	N / A
212	5	 Bruce E. Kasold (202) 501 5887	 Teresa A. Nelson	N / A	N / A	N / A	N / A	N / A
209	5	 Bruce E. Kasold (202) 501 5887	 Keith J. Coyle	N / A	N / A	N / A	N / A	N / A
213	5	 Bruce E. Kasold (202) 501 5887	 Todd M. Wesche 	N / A	N / A	N / A	N / A	N / A
210	5	 Bruce E. Kasold (202) 501 5887	 Lindlee Baker dhe ent ya Wn masini eo BE eu an meng (202) 501-5879 |: : to Clerk Gary Sewitirk bbb cece eeeevunneeeecseces oon 501-5887	N / A	N / A	N / A	N / A	N / A
211	5	 Bruce E. Kasold (202) 501 5887	 Dean Griffith	N / A	N / A	N / A	N / A	N / A
139	6	 Camille L. Velez-Rive	 Ines M. Mendez	N / A	N / A	N / A	N / A	N / A
122	7	 Carmen Consuelo Cerezo	 Ramon Santiago	N / A	N / A	N / A	N / A	N / A
121	7	 Carmen Consuelo Cerezo	, United States District Court (1967-1972)	N / A	N / A	N / A	N / A	N / A
123	7	 Carmen Consuelo Cerezo	 Judith Hirsch Selsby 	N / A	N / A	N / A	N / A	N / A
175	8	 Charles F Lettow	 Warren E. Burger, Supreme	N / A	N / A	N / A	N / A	N / A
174	8	 Charles F Lettow	 Ben C. Duniway, United States Court of Appeals for	N / A	N / A	N / A	N / A	N / A
176	8	 Charles F Lettow	 Richard H. Bowles	N / A	N / A	N / A	N / A	N / A
177	8	 Charles F Lettow	 Brian P Curran	N / A	N / A	N / A	N / A	N / A
37	9	 Charles N. Clevert, Jr.	 Margo Kirchner	N / A	N / A	N / A	N / A	N / A
38	9	 Charles N. Clevert, Jr.	 Naomi Sanders	N / A	N / A	N / A	N / A	N / A
36	9	 Charles N. Clevert, Jr.	 Joan Hams 	N / A	N / A	N / A	N / A	N / A
163	10	 Christine Odell Cook Miller	 The Honorable David T. Lewis, United States Court	N / A	N / A	N / A	N / A	N / A
58	11	 Clarence A, Brimmer	 Rickey D. Turner	N / A	N / A	N / A	N / A	N / A
57	11	 Clarence A, Brimmer	 Lilly Shame 	N / A	N / A	N / A	N / A	N / A
72	12	 Colleen Kollar-Kotelly	 David Armillel	N / A	N / A	N / A	N / A	N / A
71	12	 Colleen Kollar-Kotelly	 The Honorable Catherine B. Kelly, District of —	N / A	N / A	N / A	N / A	N / A
73	12	 Colleen Kollar-Kotelly	 Vanessa Schlueter	N / A	N / A	N / A	N / A	N / A
149	13	 Curtis V. Gomez	 Sarah B. Nelson	N / A	N / A	N / A	N / A	N / A
148	13	 Curtis V. Gomez	 Bailey Figler	N / A	N / A	N / A	N / A	N / A
257	14	 D. Lowel! Jensen	 Joseph McNally	N / A	N / A	N / A	N / A	N / A
256	14	 D. Lowel! Jensen	 Robyn Lipsky	N / A	N / A	N / A	N / A	N / A
124	15	 Daniel R. Dominguez	 Joanna Matos Hicks 	N / A	N / A	N / A	N / A	N / A
125	15	 Daniel R. Dominguez	 Joan Mulet	N / A	N / A	N / A	N / A	N / A
14	16	 David A. Faber	 Allison Cox Skinner 	N / A	N / A	N / A	N / A	N / A
13	16	 David A. Faber	 J. Michael Showalter 	N / A	N / A	N / A	N / A	N / A
12	16	 David A. Faber	 K. Adrienne Binmall	N / A	N / A	N / A	N / A	N / A
258	17	 David R. Hansen	 and Associate Attorney, Jones, Cambridge &	N / A	N / A	N / A	N / A	N / A
105	18	 Deborah A. Robinson	 Chauncey Matone	N / A	N / A	N / A	N / A	N / A
104	18	 Deborah A. Robinson	 The Honorable H, Carl Moultrie, Superior Court of	N / A	N / A	N / A	N / A	N / A
195	19	 Delissa A. Ridgway	 Deirdre A. Roney	N / A	N / A	N / A	N / A	N / A
233	20	 Diane L. Kroupa	/Attorney Advisor Jason Binder	N / A	N / A	N / A	N / A	N / A
234	20	 Diane L. Kroupa	 Emily Walsh 	N / A	N / A	N / A	N / A	N / A
194	21	 Donald C. Pogue -	 The Honorable Robert Tarleton, New Jersey	N / A	N / A	N / A	N / A	N / A
162	22	 Edward J. Damich	 Amy J. Melson	N / A	N / A	N / A	N / A	N / A
160	22	 Edward J. Damich	 John Buckley	N / A	N / A	N / A	N / A	N / A
161	22	 Edward J. Damich	 B. Michael Franeavillo 	N / A	N / A	N / A	N / A	N / A
79	23	 Ellen Segal Huvelle	 The Honorable Edward Hennessey, Massachusetts	N / A	N / A	N / A	N / A	N / A
80	23	 Ellen Segal Huvelle	 Sarah Citrin 6.002.120 seers seers (202) 354-3230	N / A	N / A	N / A	N / A	N / A
81	23	 Ellen Segal Huvelle	 Krister Flynn	N / A	N / A	N / A	N / A	N / A
168	24	 Emily Clark Hewitt	 Nadine A. Gartner	N / A	N / A	N / A	N / A	N / A
169	24	 Emily Clark Hewitt	 Maymangwa E. Miranda	N / A	N / A	N / A	N / A	N / A
167	24	 Emily Clark Hewitt	 Evgenia N. Fkiaras 	N / A	N / A	N / A	N / A	N / A
68	25	 Emmet G. Sullivan	, Neighborhood Legal Services Program	N / A	N / A	N / A	N / A	N / A
70	25	 Emmet G. Sullivan	 Kristi O'Malley	N / A	N / A	N / A	N / A	N / A
69	25	 Emmet G. Sullivan	 Narendra Ghosh 	N / A	N / A	N / A	N / A	N / A
67	25	 Emmet G. Sullivan	, Judge James A. Washington, Superior Court of the	N / A	N / A	N / A	N / A	N / A
143	26	 Enrique S.. Lamoutte	, United States District Court for the District of	N / A	N / A	N / A	N / A	N / A
144	26	 Enrique S.. Lamoutte	 Susan Besancon 	N / A	N / A	N / A	N / A	N / A
145	26	 Enrique S.. Lamoutte	 Maria de los Angeles Gonzalez 	N / A	N / A	N / A	N / A	N / A
185	27	 Eric G. Bruggink	 Christine Lee	N / A	N / A	N / A	N / A	N / A
183	27	 Eric G. Bruggink	 The Honorable Frank H. McFadden, United States	N / A	N / A	N / A	N / A	N / A
184	27	 Eric G. Bruggink	 James Boland 	N / A	N / A	N / A	N / A	N / A
207	28	 Eugene R. Sullivan	 The Honorable M. C. Mathes, United States Court of	N / A	N / A	N / A	N / A	N / A
191	29	 Evan J. Wallach	 Louise Bohmann	N / A	N / A	N / A	N / A	N / A
193	29	 Evan J. Wallach	 Morgan L. Frohman 	N / A	N / A	N / A	N / A	N / A
192	29	 Evan J. Wallach	 Nicole M. D’Avanzo	N / A	N / A	N / A	N / A	N / A
116	30	 Frances Marie	, Judge Forest W. Hanna, Kansas City Circuit Court	N / A	N / A	N / A	N / A	N / A
170	31	 Francis M. Allegra	 The Honorable Philip R. Miller, United States Court”	N / A	N / A	N / A	N / A	N / A
6	32	 Frederick P. Stamp, Jr.	 H. Marcelina Rubenstein	N / A	N / A	N / A	N / A	N / A
8	32	 Frederick P. Stamp, Jr.	 Jane Blalock	N / A	N / A	N / A	N / A	N / A
5	32	 Frederick P. Stamp, Jr.	 Abigail L. Aikens	N / A	N / A	N / A	N / A	N / A
7	32	 Frederick P. Stamp, Jr.	 Adam Calinger	N / A	N / A	N / A	N / A	N / A
155	33	 Geoffrey W. Barnard	 Monica Howard 	N / A	N / A	N / A	N / A	N / A
156	34	 George W. Cannon Jr.	 Kimberly D’Eramo	N / A	N / A	N / A	N / A	N / A
179	35	 George W. Miller	 Bruce M. Forrester, United States Tax Court	N / A	N / A	N / A	N / A	N / A
140	36	 Gerardo A.	 Kendra Loomis	N / A	N / A	N / A	N / A	N / A
103	37	 Gladys Kessier	 Brynna Connolly 	N / A	N / A	N / A	N / A	N / A
102	37	 Gladys Kessier	 Warren Allen	N / A	N / A	N / A	N / A	N / A
130	38	 Gustavo Antonio Gelpi	 Marianne Hogan 	N / A	N / A	N / A	N / A	N / A
131	38	 Gustavo Antonio Gelpi	 Manuel J, Velez. 0.000.000.0000. ceca eee (787) 772-3104	N / A	N / A	N / A	N / A	N / A
129	38	 Gustavo Antonio Gelpi	 The Honorable Juan M. Pérez-Gimeénez, United	N / A	N / A	N / A	N / A	N / A
208	39	 H. fF “Sparky” Gierke	 (Vacant). 0.00.0	N / A	N / A	N / A	N / A	N / A
74	40	 Henry Harold Kennedy, Jr.	 Brigham Bowen	N / A	N / A	N / A	N / A	N / A
76	40	 Henry Harold Kennedy, Jr.	 Tara Curtis	N / A	N / A	N / A	N / A	N / A
77	40	 Henry Harold Kennedy, Jr.	 Kamil Redmond. 	N / A	N / A	N / A	N / A	N / A
78	40	 Henry Harold Kennedy, Jr.	 Ellen Steury	N / A	N / A	N / A	N / A	N / A
75	40	 Henry Harold Kennedy, Jr.	 Stephanie Brenowitz	N / A	N / A	N / A	N / A	N / A
243	41	 Herbert L. Chabot	 The Honorable Russell E. Train, United States Tax	N / A	N / A	N / A	N / A	N / A
251	42	 J. Frederick Motz	 Patricia Freshwater	N / A	N / A	N / A	N / A	N / A
252	42	 J. Frederick Motz	 Joseph Swanson	N / A	N / A	N / A	N / A	N / A
250	42	 J. Frederick Motz	 The Honorable Harrison L. Winter, United Sates	N / A	N / A	N / A	N / A	N / A
34	43	 J. P. Stadtmueller -	 Melissa Burkland	N / A	N / A	N / A	N / A	N / A
35	43	 J. P. Stadtmueller -	 Michael F Carr 2 eee.	N / A	N / A	N / A	N / A	N / A
133	44	 Jaime Pieras, Jr.	 Lory C. Stone. 	N / A	N / A	N / A	N / A	N / A
132	44	 Jaime Pieras, Jr.	 Ann Nash 	N / A	N / A	N / A	N / A	N / A
223	45	 James C. Cacheris	 Christopher Kavanaugh 	N / A	N / A	N / A	N / A	N / A
222	45	 James C. Cacheris	 Richard Arculin 	N / A	N / A	N / A	N / A	N / A
46	46	 James E. Shapiro	 Jenni .	N / A	N / A	N / A	N / A	N / A
0	47	 James.E. Seibert	 Wendy Glover 	N / A	N / A	N / A	N / A	N / A
1	47	 James.E. Seibert	 Jason Walls 	N / A	N / A	N / A	N / A	N / A
127	48	 Jay A. Garcia-Gregory	 Nicole Levy-Loubriel	N / A	N / A	N / A	N / A	N / A
128	48	 Jay A. Garcia-Gregory	 Luis R. Roman	N / A	N / A	N / A	N / A	N / A
126	48	 Jay A. Garcia-Gregory	 The Honorable Hiram R. Cancio, United States	N / A	N / A	N / A	N / A	N / A
118	49	 Joaquin V.E.	 Randy K. Schmidt	N / A	N / A	N / A	N / A	N / A
117	49	 Joaquin V.E.	 Ella Ciammaichella. -	N / A	N / A	N / A	N / A	N / A
85	50	 John D. Bates	 The Honorable Roszel C. Thomsen, United States	N / A	N / A	N / A	N / A	N / A
86	50	 John D. Bates	 Lisa M. Herman	N / A	N / A	N / A	N / A	N / A
87	50	 John D. Bates	 Seott A. Meisler,	N / A	N / A	N / A	N / A	N / A
88	50	 John D. Bates	 Cecilia E. Kim	N / A	N / A	N / A	N / A	N / A
101	51	 John Garrett Penn	 Christine Chicherio 	N / A	N / A	N / A	N / A	N / A
100	51	 John Garrett Penn	 Anthony Hill. 	N / A	N / A	N / A	N / A	N / A
99	51	 John Garrett Penn	 Ann Ferrari	N / A	N / A	N / A	N / A	N / A
111	52	 John M. Facciola	 Sara B. Podger	N / A	N / A	N / A	N / A	N / A
110	52	 John M. Facciola	 E. Michelle Tupper	N / A	N / A	N / A	N / A	N / A
227	53	 John O. Colvin	 Glenn Hirabayashi	N / A	N / A	N / A	N / A	N / A
226	53	 John O. Colvin	 Leah Dursch	N / A	N / A	N / A	N / A	N / A
186	54	 John P. Wiese	, Trial Division, United States Court of Claims	N / A	N / A	N / A	N / A	N / A
187	54	 John P. Wiese	 The Honorable Linton M. Collins, United States -	N / A	N / A	N / A	N / A	N / A
4	55	 John Preston Bailey	 Christina Harper	N / A	N / A	N / A	N / A	N / A
3	55	 John Preston Bailey	 Katherine M. Carpenter 	N / A	N / A	N / A	N / A	N / A
2	55	 John Preston Bailey	, District Judge Charles H. Haden II, United States ~	N / A	N / A	N / A	N / A	N / A
9	56	 John S. Kaull	 Mary Loss. 0.0.0.0. 0c e cee eee (304) 622-1516	N / A	N / A	N / A	N / A	N / A
15	57	 John Thomas	 The Honorable Ben Moore, United States District	N / A	N / A	N / A	N / A	N / A
228	58	 Joseph Robert Goeke	 Kevin Gillam	N / A	N / A	N / A	N / A	N / A
229	58	 Joseph Robert Goeke	 Golaleh Kazemi	N / A	N / A	N / A	N / A	N / A
16	59	 Joseph Robert Goodwin	 Matthew O. Gatewood .:	N / A	N / A	N / A	N / A	N / A
17	59	 Joseph Robert Goodwin	 Rodney A. Smith	N / A	N / A	N / A	N / A	N / A
18	59	 Joseph Robert Goodwin	 & Ryan White 	N / A	N / A	N / A	N / A	N / A
119	60	 José Antonio Fusté	 Ryan Lozar.. 6.0.2	N / A	N / A	N / A	N / A	N / A
120	60	 José Antonio Fusté	 Manas Mohapatra	N / A	N / A	N / A	N / A	N / A
157	61	 Judith K. Fitzgerald:	, The Honorable	N / A	N / A	N / A	N / A	N / A
159	61	 Judith K. Fitzgerald:	 Elsie Martin. 	N / A	N / A	N / A	N / A	N / A
158	61	 Judith K. Fitzgerald:	 Ronald Haver. 	N / A	N / A	N / A	N / A	N / A
