	id	Judge	Education:	Began Service:	Appointed By:	Circuit Assignment:	Government:	Judicial:	Legal Practice:
311	0	 (part-time) Alice R.	 November 15, 1990	N / A	N / A	N / A	N / A	N / A	N / A
98	1	 (part-time) Anthony R,	 October 12, 2000	N / A	N / A	 Assistant Prosecutor, County of Essex, New Jersey (1969);	N / A	 Partner, Mautone & Horan, P.A.	 Association of the Federal Bar; Essex County Bar Association; New Jersey State Bar Association; Seton Hall Law School Inn of Court Statt Secretary Angela DiAndrea.........-... 0.0.0.0 cc aue (973) 325-5906 Office Manager Lorraine Cole...........00--0...0005 (973) 325-5906 Receptionist Kim Kukue..................0.....000- (973) 325-5900 United States Bankruptcy Court for the District of New Jersey Martin Luther King, Jr. Federal Building & U.S. Courthouse, 50 Walnut Street, 3rd Floor, Newark, NJ 07102 P.O. Box 1352, Newark, NJ 17161-1352 Tel: (973) 645-2630 Tel: (973) 645-4764 (Phone) Tel: (973) 645-3555 (PACER) Tel: (973) 645-6045 (VCIS) Internet: www.njb.uscourts.gov Number of Judgeships: Court 
97	2	 (part-time) Edward R.	 December 1, 1976	N / A	N / A	N / A	 Judge, Margate City Municipal Court (1977-1981)	 Fox, Rothschild, et al. (1976) Military Service: United States Air Force (1943-1945)	
27	3	 (part-time) Gerard 14,	 1974	N / A	N / A	N / A	N / A	N / A	 American Bar Association; National District Attorneys Association; State Bar of Montana United States Bankruptcy Court for the District of Montana Federal Building, 400 North Main Street, Butte, MT 59701 Tel: (406) 497-1240 Internet: www.mtb.uscourts.gov Number of Judgeships: 1 Court 
126	4	 (part-time) Kea Riggs	N / A	N / A	N / A	N / A	N / A	N / A	N / A
189	5	 (part-time) Larry A.	 January 24, 2002	N / A	N / A	N / A	N / A	 Larry A. Kudrle, Esq. Law Guardian Office Military Service: Lt. Colonel, United States Air Force (1974-1994)	 Clinton County Bar Association 
396	6	 (part-time) Shon T.	 June 1, 1995	N / A	N / A	N / A	N / A	N / A	N / A
29	7	 (recalf) John L.	N / A	N / A	N / A	N / A	N / A	N / A	N / A
257	8	 (recalled) Burton R.	" 1980 Term Expires: 2008 Judicial: Chief Judge, United States Bankruptcy Court for the Southern District of New York (1984-1996); Chief Judge, United States Bankruptcy Appeilate Panel for the Second Circuit (1996-1999) Current Memberships: American College of Bankruptcy, Fellow; Association of the Bar of the City of New York; Bankruptcy Bar Association; Federal Bar Association; National Conference of Bankruptcy Judges; New York County Lawyers Association; United Nations Commission on International Trade Law Staff Law Clerk Erin K. Healy Mautner ................... (212) 668-5663 Career Law Clerk Una O’Boyle......0.........0.00.0. (212) 668-5663 E-mail: una_o*boyle@nysb.uscourts.gov Education: New York Law 199] JD Courtroom Deputy Monica L. Saenz de Viteri......... (212) 668-3663 Education: Manhattan Col 1990 BA United States District Court for the Western District of New York U.S. Courthouse, 68 Court Street, Buffalo, NY 14202-3498 Tel: (716) 332-1700 Fax: (716) 551-4850 Internet: www.anywd.uscourts.gov Number of Judgeships: 4 Areas Covered: Counties of Allegany, Cattaraugus, Chautauqua, Chemung, Erie, Genesee, Livingston, Monroe, Niagara, Ontario, Orleans, Schuyler, Seneca, Steuben, Wayne, Wyoming and Yates Court Staff Clerk of the Court Rodney C. Early .................. (716) 332-1700 Fax: (716} 551-3288 Chief Deputy Clerk Jeanne M. Spampata............ (716) 332-1756 Deputy Clerk-in-Charge - Rochester Jean Marie McCarthy... 0.2.0.2... 000.0 cece ees (585) 613-4000 2120 U.S. Courthouse, 100 State St., Rochester, N¥ 14614 Appeals Deputy - Buffalo Diane Radloff.............. (716) 332-1713 Appeals Deputy - Rochester Margaret Ghysel.......... (585) 613-4016 2120 U.S. Courthouse, 100 State St. Rochester, NY 14614. Fax: (585) 613-4035 Systems Manager Patrick J. Healy ...............-4.. (716) 332-1770 Personnel Supervisor Doreen E. Griebel............... (716) 332-1755 Financial Operations Supervisor Lisa G. Ball........... (716) 332-1731 Staff Law Clerk Andrew Gottesman............. (212) 668-2870 ext. 3645 Fail 2006 © Leadership Directories, Inc. Judicial Yellow Book United States District Court for the Western District of New York 367 chambers of Chief Judge Richard J. Arcara Q 609 U.S. Courthouse, 68 Court Street, Buffalo, NY 14202 “Tel: (716) 551-5626 = Richard J. Arcara = Chief Judge © pate of Birth: 1940 "" Bducation: St Bonaventure 1962 BA; Villanova 1965 JD ‘"	 President Ronald Reagan	N / A		 Chief Judge, United States Bankruptcy Court for the Southern	N / A	 American College of Bankruptcy, Fellow; Association of the Bar of the City of New York; Bankruptcy Bar Association; Federal Bar Association; National Conference of Bankruptcy Judges; New York County Lawyers Association; United Nations Commission on International Trade Law 
331	9	 (recalled) David 5S.	 September i4, 1979	N / A	N / A	N / A	N / A	N / A	N / A
128	10	 (recalled) Don J. Svet	 1993	N / A	N / A	N / A	N / A	N / A	N / A
367	11	 (recalled) Donald E.	 May 2, 1985	N / A	N / A	N / A	N / A	 Private Practice (1951-1968); Partner, Folkerth, Calhoun, : Webster, Maurer & O’Brien (1968-1982); Partner, Guren, Merritt, Feibel, Sogg & Cohen (1982-1984); Counsel, Lane,’ Alton & Horst (1984-1985) Military Service: United States Naval Reserve (1944-1946)	 American Judicature Society; Columbus Bar : Association 
127	12	 (recalled) Joe H.	 1991	N / A	N / A	N / A	N / A	N / A	N / A
